atten,min_prb_ratio,ue_id,CQI,DRB.RlcSduTransmittedVolumeDL,DRB.UEThpDl,RSRP,timestamp
0,0,3,13,104020.0,104293.0,27,2025-03-03 20:02:59.497003
0,0,3,13,207986.0,104303.0,27,2025-03-03 20:03:00.521428
0,0,3,13,102729.0,102803.0,27,2025-03-03 20:03:01.537140
0,0,3,13,101737.0,102080.0,27,2025-03-03 20:03:02.552509
0,0,3,13,101847.0,102070.0,27,2025-03-03 20:03:03.568464
0,0,3,13,101792.0,102080.0,27,2025-03-03 20:03:04.583973
0,0,3,13,101891.0,102080.0,27,2025-03-03 20:03:05.607908
0,0,3,13,99365.0,99468.0,27,2025-03-03 20:03:06.623436
0,0,3,13,97158.0,97642.0,27,2025-03-03 20:03:07.638988
0,0,3,13,97578.0,97652.0,27,2025-03-03 20:03:08.654707
0,0,3,13,97313.0,97652.0,27,2025-03-03 20:03:09.670447
0,0,3,13,97390.0,97652.0,27,2025-03-03 20:03:10.695257
0,0,3,13,96518.0,96643.0,27,2025-03-03 20:03:11.710568
0,0,3,13,95305.0,95665.0,27,2025-03-03 20:03:12.726128
0,0,3,13,95426.0,95665.0,27,2025-03-03 20:03:13.741649
0,0,3,13,95526.0,95665.0,27,2025-03-03 20:03:14.757275
0,0,3,13,95459.0,95655.0,27,2025-03-03 20:03:15.781729
0,0,3,13,94522.0,94740.0,27,2025-03-03 20:03:16.797675
0,0,3,13,93143.0,93445.0,27,2025-03-03 20:03:17.813269
0,0,3,13,93054.0,93445.0,27,2025-03-03 20:03:18.828595
0,0,3,13,93407.0,93435.0,27,2025-03-03 20:03:19.844131
0,0,3,13,93143.0,93445.0,27,2025-03-03 20:03:20.868636
0,0,3,13,92359.0,92627.0,27,2025-03-03 20:03:21.884199
0,0,3,13,90804.0,90967.0,27,2025-03-03 20:03:22.899786
0,0,3,13,90716.0,90957.0,27,2025-03-03 20:03:23.915308
0,0,3,13,90694.0,90967.0,27,2025-03-03 20:03:24.930795
0,0,3,13,90782.0,90967.0,27,2025-03-03 20:03:25.955150
0,0,3,13,90197.0,90428.0,27,2025-03-03 20:03:26.970551
0,0,3,13,88575.0,88749.0,27,2025-03-03 20:03:27.986578
0,0,3,13,88531.0,88760.0,27,2025-03-03 20:03:29.002413
0,0,3,13,88432.0,88760.0,27,2025-03-03 20:03:30.018883
0,0,3,13,88465.0,88759.0,27,2025-03-03 20:03:31.043794
0,0,3,13,176743.0,88397.0,27,2025-03-03 20:03:32.059640
0,0,3,13,86369.0,86485.0,27,2025-03-03 20:03:33.075617
0,0,3,13,86148.0,86485.0,27,2025-03-03 20:03:34.091471
0,0,3,13,86259.0,86485.0,27,2025-03-03 20:03:35.107934
0,0,3,13,86204.0,86475.0,27,2025-03-03 20:03:36.132229
0,0,3,13,86215.0,86320.0,27,2025-03-03 20:03:37.148086
0,0,3,13,83710.0,84021.0,27,2025-03-03 20:03:38.163954
